# Time-averaged data for fix fixflux1
# TimeStep v_tempt1v v_tempt2v f_fix1 f_fix2 v_Jz1 v_Jzk1 v_Jzp1 v_Jzb1 v_Jza1 v_Jzd1 v_Jzi1 v_Jzks1
59460000 239.064 192.995 -869.357 1277.07 3.74492e-10 4.72635e-10 9.43653e-10 -1.47432e-09 1.59208e-09 5.12536e-10 4.66138e-10 4.27644e-10
59470000 238.228 195.441 -844.51 1276.68 1.3559e-09 -4.778e-09 -3.10482e-09 4.68495e-09 -1.50483e-09 -2.19552e-09 -2.10578e-09 -2.07198e-09
59480000 246.223 189.993 -858.121 1284.1 -2.08165e-09 5.87965e-10 -7.50422e-10 -1.05291e-09 -1.13683e-09 -1.06322e-10 -9.32619e-11 -9.40259e-11
59490000 237.445 193.317 -854.272 1266.58 2.39178e-09 1.46254e-09 8.88166e-10 1.95935e-09 9.71687e-11 6.76909e-10 6.52287e-10 6.68927e-10
59500000 240.699 198.301 -853.374 1273.25 1.8157e-10 -1.49843e-09 -2.07677e-09 -1.82652e-09 2.82111e-09 -3.92635e-10 -7.47124e-10 -7.80386e-10
59510000 237.788 187.562 -858.474 1277.8 -1.81624e-09 4.37536e-10 -7.36268e-10 1.10388e-09 -5.77455e-10 1.77423e-10 4.62416e-10 5.36755e-10
59520000 246.057 199.154 -863.242 1291.34 -1.20853e-08 -8.7867e-09 -5.91402e-09 -3.73963e-09 -6.5499e-09 -4.40459e-09 -4.38009e-09 -4.33792e-09
59530000 234.214 197.171 -853.818 1284.47 2.58695e-10 7.28072e-09 4.71967e-09 -2.98238e-09 9.61611e-10 3.41939e-09 3.26416e-09 3.2809e-09
59540000 235.274 199.496 -839.467 1282.03 5.68698e-09 -1.93588e-09 -1.81994e-09 5.9713e-09 2.84661e-09 -5.09776e-10 -2.59272e-10 -2.78786e-10
59550000 241.409 192.98 -859.352 1283.65 1.38507e-09 2.19393e-09 2.16079e-09 4.85491e-10 -1.25573e-09 7.68759e-10 7.99148e-10 7.53463e-10
59560000 237.947 200.384 -856.409 1279.8 5.23431e-09 9.04474e-10 7.71383e-10 4.87027e-10 2.11111e-09 -3.08573e-10 -2.78374e-10 -3.09452e-10
59570000 238.736 195.708 -856.726 1284.81 -2.72907e-09 1.10458e-09 1.30092e-09 -3.35424e-09 2.06165e-10 6.32403e-10 6.21004e-10 6.47983e-10
59580000 241.232 195.431 -857.56 1292.57 -2.33039e-09 -4.64957e-09 -2.81201e-09 8.73931e-10 -1.25812e-10 -1.9041e-09 -1.65847e-09 -1.58913e-09
59590000 240.922 196.921 -837.977 1272.41 1.19586e-08 3.31272e-09 4.14947e-09 3.26306e-09 4.95668e-09 1.18585e-09 1.26261e-09 1.23435e-09
59600000 240.569 190.247 -849.32 1286.47 8.01869e-09 9.96314e-10 1.66434e-09 4.01309e-09 2.92702e-09 6.8164e-10 5.4329e-10 5.61401e-10
59610000 247.079 197.784 -845.236 1287.16 -1.88115e-09 -2.54799e-09 -5.39224e-10 -1.5724e-09 -1.07217e-09 -1.025e-09 -1.15461e-09 -1.20605e-09
59620000 243.082 196.654 -823.006 1277.37 1.73776e-09 -1.69123e-09 -2.41549e-09 2.70509e-09 1.10247e-09 -9.52699e-10 -7.82484e-10 -7.5442e-10
59630000 241.801 196.12 -848.054 1286.76 -2.95328e-09 3.18311e-09 1.98138e-09 -3.83396e-09 3.04394e-10 1.33078e-09 1.49227e-09 1.48225e-09
59640000 247.768 205.671 -862.665 1279.14 1.15108e-09 2.23585e-09 2.62469e-09 -7.81161e-10 1.97305e-09 1.11282e-09 1.3657e-09 1.47597e-09
59650000 242.487 198.046 -853.952 1294.22 2.47036e-09 -3.08433e-09 -1.14132e-09 1.01451e-09 3.4657e-10 -1.61501e-09 -1.67903e-09 -1.72579e-09
59660000 237.564 193.016 -863.277 1266.75 5.11107e-09 1.2172e-09 -8.7811e-10 4.38824e-09 1.78973e-09 6.1553e-10 5.123e-10 5.06763e-10
59670000 240.735 191.03 -875.153 1279.78 -2.55867e-10 -2.65228e-09 -3.2318e-09 7.98011e-10 3.1727e-10 -1.54307e-09 -1.51748e-09 -1.5147e-09
59680000 245.676 191.451 -858.583 1279.95 -5.49009e-09 -3.84902e-10 -1.30881e-09 -2.49069e-09 -2.04067e-09 -4.38595e-10 -2.92781e-10 -2.93272e-10
59690000 240.569 192.912 -864.947 1306.7 2.56705e-09 1.39534e-09 1.89764e-09 1.49975e-09 3.77889e-10 9.12716e-10 8.53805e-10 8.74017e-10
59700000 238.076 196.785 -857.212 1272.08 1.85146e-09 -1.5513e-09 -7.9907e-10 2.62479e-10 9.2179e-10 -1.0088e-09 -9.79776e-10 -1.00123e-09
59710000 235.885 193.105 -837.413 1282.9 2.9587e-09 4.2803e-09 2.11802e-09 1.40943e-09 2.06023e-09 2.42927e-09 2.31403e-09 2.33051e-09
59720000 245.129 196.068 -853.939 1290.21 2.92148e-09 -4.2822e-09 -2.2444e-09 2.88315e-09 -1.56643e-10 -1.90218e-09 -2.11854e-09 -2.14846e-09
59730000 241.345 191.07 -850.913 1294.58 3.08434e-09 1.79407e-09 9.55342e-10 1.08582e-09 2.33613e-09 6.85762e-10 8.48937e-10 9.24345e-10
59740000 234.249 192.213 -850.52 1293.44 2.64395e-09 -2.4691e-09 -1.53494e-09 2.66118e-09 9.37343e-10 -6.40422e-10 -7.9691e-10 -8.9736e-10
59750000 232.112 193.784 -864.939 1295.9 1.02231e-08 3.97286e-09 4.89804e-09 2.00726e-09 4.11272e-09 1.31661e-09 1.47993e-09 1.51286e-09
59760000 245.762 190.698 -869.245 1309.76 -1.58565e-10 -5.01569e-09 -1.72861e-09 1.34235e-09 -1.24061e-09 -2.75318e-09 -2.43021e-09 -2.33348e-09
59770000 239.133 197.461 -833.394 1300.11 5.95185e-09 1.34889e-09 1.80326e-09 2.38333e-09 1.43093e-09 2.2338e-10 3.31817e-10 3.13952e-10
59780000 236.337 198.938 -848.053 1287.81 1.03477e-08 5.00488e-10 5.46297e-10 5.27399e-09 4.81674e-09 -7.69338e-11 1.00981e-10 1.62776e-10
59790000 238.767 193.15 -848.69 1289.29 3.51997e-09 2.34235e-09 2.11925e-09 1.8987e-10 1.79623e-09 9.87869e-10 1.01124e-09 9.85369e-10
59800000 238.954 192.159 -856.741 1299.19 -2.28234e-09 1.02835e-10 -6.62317e-10 -7.96181e-10 -1.28483e-10 6.61131e-11 1.72691e-10 2.074e-10
59810000 241.704 197.498 -859.466 1303.13 1.27683e-09 8.53367e-10 1.10653e-09 -9.95906e-10 9.12473e-10 8.44259e-10 4.90306e-10 3.86839e-10
59820000 244.624 195.672 -881.367 1302.19 6.54964e-09 1.27459e-09 7.35909e-10 3.75676e-09 3.57982e-09 5.4273e-10 7.30335e-10 8.14101e-10
59830000 236.032 196.697 -856.87 1299.09 -3.15394e-09 -2.32814e-09 -2.87757e-09 1.91216e-10 -2.98007e-09 -1.86175e-09 -1.70288e-09 -1.68105e-09
59840000 240.573 194.359 -849.727 1299.31 -3.50636e-09 1.43293e-09 4.59699e-10 5.9477e-10 -3.2866e-09 7.88601e-10 8.20039e-10 8.63161e-10
59850000 243.861 195.043 -870.489 1323.27 -3.74788e-10 -1.59701e-09 -1.95924e-09 1.54303e-09 -1.04189e-09 -8.96195e-10 -8.8892e-10 -8.93088e-10
59860000 243.829 195.943 -851.371 1286.77 7.88298e-09 1.44283e-09 2.15878e-09 3.94568e-09 3.31996e-09 1.08917e-09 1.02268e-09 1.01923e-09
59870000 239.859 195.336 -865.363 1313.1 1.12397e-08 2.48628e-09 2.8126e-09 3.04157e-09 4.9812e-09 7.21729e-10 7.16535e-10 7.04042e-10
59880000 237.216 194.101 -850.858 1308.91 -3.21487e-09 -5.79223e-09 -4.4219e-09 3.07573e-10 -9.48674e-10 -2.52592e-09 -2.56972e-09 -2.5472e-09
59890000 235.18 194.194 -844.219 1310.5 -1.5081e-09 2.45048e-09 1.09143e-09 -1.9089e-10 -1.53935e-09 9.37362e-10 1.05886e-09 1.0632e-09
59900000 236.565 196.702 -856.056 1290.47 4.70255e-09 1.04419e-09 2.01704e-09 2.68412e-09 9.58726e-10 3.36669e-10 5.25925e-10 5.72823e-10
59910000 242.689 192.908 -862.331 1314.44 -3.11244e-09 -3.6856e-09 -4.72049e-09 -5.05706e-10 -2.67642e-10 -1.79155e-09 -1.96474e-09 -1.96466e-09
59920000 243.427 195.508 -852.994 1304.72 5.73152e-09 1.63475e-09 2.48371e-09 2.77578e-09 2.43816e-09 8.22956e-10 1.06577e-09 1.09792e-09
59930000 233.315 194.093 -870.528 1289.44 2.49198e-09 9.05217e-10 2.047e-09 -5.64354e-11 7.34057e-10 6.26793e-10 5.11622e-10 4.55256e-10
59940000 243.962 190.996 -853.905 1304.03 3.88246e-10 3.78969e-10 5.62993e-12 -1.14054e-09 1.58975e-09 1.16361e-11 5.56591e-11 1.0257e-10
59950000 234.418 195.6 -874.755 1300.11 -1.75383e-09 -3.49887e-10 1.17035e-09 -1.21062e-09 -1.74558e-09 2.48765e-10 6.7615e-11 -1.31064e-11
59960000 234.891 191.373 -860.783 1311.52 -6.66674e-09 -6.79628e-09 -3.69966e-09 -3.44849e-09 -1.93596e-09 -3.2224e-09 -3.1599e-09 -3.11919e-09
59970000 242.627 196.238 -849.12 1298.97 8.57589e-10 5.57338e-09 4.60933e-09 -1.5977e-09 9.45692e-10 2.8464e-09 2.89946e-09 2.88379e-09
59980000 241.628 198.241 -839.469 1317.8 5.16002e-09 -1.16728e-09 -4.34133e-10 2.79652e-09 3.23123e-09 -2.17231e-10 -2.93919e-10 -2.48965e-10
59990000 234.548 199.658 -863.036 1316.17 -4.72831e-09 -1.64976e-09 -1.65607e-09 -3.79834e-09 -1.67783e-09 -2.18362e-09 -1.62309e-09 -1.57208e-09
60000000 234.936 200.829 -868.468 1315.9 1.70235e-09 -6.98695e-11 4.82555e-10 6.96497e-10 8.31973e-10 3.11803e-10 2.37184e-10 1.57558e-10
60010000 239.067 200.772 -902.662 1307.05 -1.50969e-08 -1.4761e-08 -7.42304e-09 -3.25612e-09 -7.92302e-09 -5.79715e-09 -5.93512e-09 -5.99971e-09
60020000 244.912 198.171 -872.376 1303.83 -2.22504e-08 -2.27375e-08 -1.11772e-08 -5.55609e-09 -8.81722e-09 -8.25587e-09 -8.49745e-09 -8.55818e-09
60030000 244.603 195.385 -884.026 1310.97 -1.25144e-08 -1.25599e-08 -7.16372e-09 -3.50109e-09 -6.05373e-09 -5.95909e-09 -5.76247e-09 -5.69712e-09
60040000 236.346 198.349 -874.036 1290.45 -1.1549e-08 -1.20191e-08 -3.90392e-09 -4.6459e-09 -4.10185e-09 -4.52743e-09 -4.41977e-09 -4.4138e-09
60050000 240.45 192.813 -885.564 1306.36 -1.99806e-08 -2.5081e-08 -1.05257e-08 -4.65096e-09 -9.07896e-09 -9.32836e-09 -9.54941e-09 -9.64675e-09
60060000 245.994 199.228 -882.718 1302.42 -2.50237e-09 -4.57871e-09 -4.86651e-10 -3.35701e-11 -1.30603e-09 -2.23819e-09 -1.73847e-09 -1.57585e-09
60070000 244.364 199.17 -881.216 1319.45 -5.36222e-09 -6.14658e-09 -2.04511e-09 -1.9555e-09 -4.31649e-09 -3.26684e-09 -3.14493e-09 -3.10265e-09
60080000 241.899 198.033 -906.573 1313.5 -1.12164e-09 -3.88439e-09 -2.08346e-09 2.13802e-09 -1.92995e-09 -1.07823e-09 -1.34573e-09 -1.41242e-09
60090000 234.893 200.136 -880.221 1317.05 1.7901e-08 1.40409e-08 7.42373e-09 4.28319e-09 9.52654e-09 6.81033e-09 6.21215e-09 6.07916e-09
60100000 240.908 196.418 -878.229 1308.33 -7.46616e-10 4.33577e-09 -1.13222e-09 -1.64391e-09 2.37329e-09 1.97172e-09 1.70705e-09 1.67166e-09
60110000 235.521 194.703 -888.088 1311.34 1.40453e-08 1.16052e-08 1.44081e-09 7.52869e-09 5.26502e-09 3.65354e-09 3.75776e-09 3.84115e-09
60120000 239.884 194.25 -885.351 1308.48 1.16035e-08 1.41578e-08 6.11265e-09 6.02871e-09 4.79333e-09 5.04465e-09 5.92205e-09 6.09115e-09
60130000 237.72 193.873 -889.342 1311.93 2.0353e-08 3.21445e-08 1.37405e-08 1.68634e-09 1.2371e-08 1.36031e-08 1.34695e-08 1.33324e-08
60140000 241.534 198.91 -904.057 1294.33 1.96404e-08 2.18971e-08 1.03937e-08 6.54914e-09 7.81146e-09 8.16677e-09 8.69568e-09 8.7747e-09
60150000 237.379 193.912 -880.884 1295.98 -1.31597e-08 -1.14304e-08 -7.1302e-09 -4.20965e-09 -4.6804e-09 -4.89444e-09 -4.81877e-09 -4.80084e-09
60160000 242.558 193.383 -871.797 1305.18 -1.21663e-08 -1.23898e-08 -5.26938e-09 -4.28062e-09 -5.39508e-09 -5.53511e-09 -5.25709e-09 -5.19216e-09
60170000 232.873 198.038 -879.444 1300.11 -2.63541e-08 -2.30689e-08 -1.19347e-08 -8.70967e-09 -1.09955e-08 -9.34297e-09 -9.44733e-09 -9.42898e-09
60180000 248.916 191.851 -886.093 1302.9 -1.29566e-08 -1.45455e-08 -5.42635e-09 -4.17768e-09 -6.02212e-09 -5.66702e-09 -5.71363e-09 -5.71914e-09
60190000 243.82 194.125 -897.391 1294.91 2.80541e-09 -2.47986e-09 9.49955e-10 2.94254e-10 9.79043e-10 -4.3024e-11 -5.84427e-10 -7.37894e-10
60200000 240.92 193.665 -871.546 1307.9 1.09457e-08 1.65608e-08 9.16395e-09 -1.60444e-09 5.4825e-09 6.61543e-09 6.46292e-09 6.3471e-09
60210000 238.749 194.585 -877.931 1317.57 3.33191e-09 1.73921e-09 3.17058e-09 5.13469e-10 2.04078e-09 1.38746e-09 1.36962e-09 1.37784e-09
60220000 233.978 197.141 -888.723 1294.85 -6.73313e-09 -7.62376e-09 -5.93201e-09 2.74257e-10 -2.85585e-09 -2.9689e-09 -3.09291e-09 -3.09321e-09
60230000 237.411 199.75 -866.205 1297.08 3.31749e-09 3.24019e-09 -5.94778e-11 1.20126e-10 3.84193e-10 -1.01175e-10 4.37802e-11 6.20286e-11
60240000 237.975 196.97 -885.271 1298.75 5.73401e-09 1.06675e-08 5.45069e-09 1.93582e-09 1.2068e-09 4.21646e-09 4.38611e-09 4.42587e-09
60250000 242.82 193.614 -887.426 1309.32 1.0854e-08 9.13267e-09 3.24066e-09 5.50359e-09 3.92494e-09 3.25043e-09 3.49499e-09 3.53865e-09
60260000 237.908 194.879 -871.297 1303.53 -1.0496e-08 -1.21959e-08 -7.23394e-09 -2.14403e-09 -2.53556e-09 -4.40831e-09 -4.50439e-09 -4.50522e-09
60270000 234.716 196.717 -873.133 1296.49 -1.78717e-08 -1.99571e-08 -9.06689e-09 -5.32627e-09 -5.4113e-09 -7.31946e-09 -7.31446e-09 -7.30475e-09
60280000 237.217 193.959 -880.101 1296.2 -5.27807e-09 -7.07854e-09 -1.14174e-09 -1.57223e-09 -2.03717e-09 -2.06841e-09 -2.14297e-09 -2.1526e-09
60290000 237.961 196.033 -871.706 1300.15 -6.04236e-09 -2.30814e-09 -2.48963e-09 -1.30709e-09 -3.24861e-09 -1.52715e-09 -1.28573e-09 -1.2248e-09
60300000 244.046 199.222 -882.301 1298.35 5.75438e-09 1.17619e-08 3.66091e-09 7.1334e-10 1.7983e-09 4.15845e-09 4.10502e-09 4.08871e-09
60310000 247.523 191.41 -882.978 1308.51 1.48019e-08 1.67911e-08 8.09866e-09 1.73772e-09 7.64115e-09 6.40978e-09 6.51056e-09 6.47742e-09
60320000 242.108 195.163 -871.884 1299.14 -1.19714e-09 -6.42504e-09 -1.41407e-09 1.40544e-09 -3.94493e-10 -1.58379e-09 -1.78101e-09 -1.79917e-09
60330000 242.688 202.49 -866.644 1315.96 -9.29937e-09 -9.72247e-09 -5.97823e-09 -3.50854e-09 -4.43368e-09 -5.08662e-09 -4.92283e-09 -4.8706e-09
60340000 241.794 195.777 -879.205 1302.88 -1.06732e-08 -1.40496e-08 -4.75008e-09 -1.60748e-09 -6.52871e-09 -4.95208e-09 -5.22381e-09 -5.28772e-09
60350000 241.684 192.39 -876.594 1310.1 -1.4924e-08 -1.96348e-08 -6.62026e-09 -2.75182e-09 -7.94147e-09 -6.66726e-09 -6.9739e-09 -7.1331e-09
60360000 235.971 197.568 -886.337 1296.89 5.70033e-09 4.07606e-09 3.02035e-09 1.33082e-09 1.55929e-09 7.10416e-10 1.04959e-09 1.20924e-09
60370000 244.31 194.846 -856.587 1300.14 -3.60154e-09 -9.89295e-09 -5.20162e-09 2.37077e-09 -2.47673e-09 -4.09536e-09 -4.03592e-09 -3.94606e-09
60380000 234.16 198.758 -883.181 1292.93 -2.33782e-08 -2.58671e-08 -1.28405e-08 -6.90221e-09 -8.45193e-09 -1.08699e-08 -1.04833e-08 -1.04073e-08
60390000 239.326 193.521 -883.275 1306.12 -1.12342e-08 -1.65712e-08 -5.37212e-09 -2.05241e-09 -5.3368e-09 -7.16964e-09 -6.52173e-09 -6.35793e-09
60400000 244.524 196.219 -901.391 1310.92 -1.90606e-08 -2.29138e-08 -8.38277e-09 -5.62505e-09 -9.94823e-09 -9.49866e-09 -9.35475e-09 -9.33254e-09
60410000 243.489 196.243 -897.186 1321.53 1.02068e-08 4.0868e-09 2.10782e-09 4.03272e-09 5.70084e-09 1.41836e-09 1.6489e-09 1.75773e-09
60420000 238.767 196.491 -896.513 1302.02 -2.47712e-08 -2.82102e-08 -1.36504e-08 -4.94534e-09 -1.45518e-08 -1.25224e-08 -1.23318e-08 -1.22881e-08
60430000 235.875 193.815 -891.68 1307.16 3.13967e-08 3.54885e-08 1.6821e-08 7.63185e-09 1.86157e-08 1.53723e-08 1.56043e-08 1.56274e-08
60440000 239.141 195.098 -871.083 1304.3 1.49768e-08 1.84922e-08 6.98481e-09 2.60486e-09 6.12461e-09 7.18052e-09 6.75668e-09 6.63337e-09
60450000 244.834 196.459 -898.79 1301.03 2.61167e-08 3.31106e-08 9.77204e-09 6.71542e-09 1.29314e-08 1.28111e-08 1.24142e-08 1.23276e-08
60460000 242.409 197.037 -889.039 1302.01 2.77464e-08 3.20254e-08 1.39617e-08 7.38571e-09 1.38462e-08 1.38065e-08 1.3462e-08 1.33482e-08
60470000 249.922 193.74 -885.66 1308.16 1.22522e-09 1.40362e-09 1.01822e-10 1.74485e-09 7.64881e-10 7.82463e-10 8.61699e-10 8.86822e-10
60480000 240.097 188.739 -890.394 1301.43 -5.5019e-09 -7.09088e-09 -1.15644e-09 -2.31909e-09 -4.37575e-09 -3.73032e-09 -3.42609e-09 -3.31933e-09
60490000 249.982 195.212 -896.878 1301.03 -2.81107e-08 -2.98307e-08 -8.55566e-09 -9.35193e-09 -1.27548e-08 -1.11048e-08 -1.09447e-08 -1.08864e-08
60500000 245.213 192.729 -867.457 1305.39 -3.01557e-09 -4.78481e-09 -4.07911e-09 -2.68472e-10 -3.09552e-10 -2.04727e-09 -2.1187e-09 -2.11847e-09
60510000 245.14 196.219 -890.87 1307.14 4.01319e-09 -4.67156e-10 -1.13117e-09 3.23872e-09 1.2691e-09 -4.13306e-10 -4.02218e-10 -3.83845e-10
60520000 232.474 194.686 -879.155 1307.45 -9.54134e-09 -9.65529e-09 -2.03677e-09 -2.71062e-09 -4.35725e-09 -2.74807e-09 -2.9285e-09 -2.97903e-09
60530000 243.188 199.735 -908.816 1311.58 -2.08264e-08 -2.51643e-08 -1.08185e-08 -6.56798e-09 -7.25722e-09 -1.02301e-08 -9.89399e-09 -9.82114e-09
60540000 242.337 198.618 -883.152 1319.32 2.14312e-09 4.99941e-10 3.33295e-09 5.63193e-10 4.2332e-10 4.95098e-10 6.81913e-10 7.70659e-10
60550000 238.715 200.014 -888.918 1298.04 -2.15329e-08 -2.06939e-08 -7.19488e-09 -6.24886e-09 -1.14154e-08 -8.82464e-09 -8.38504e-09 -8.24598e-09
60560000 237.227 198.381 -897.661 1305.7 1.25324e-08 1.39487e-08 5.13197e-09 5.12806e-09 5.44864e-09 5.61698e-09 5.70196e-09 5.68879e-09
60570000 247.714 200.121 -892.964 1314.22 -3.65579e-09 7.89227e-09 1.04e-09 -3.78897e-09 -7.48724e-10 2.38695e-09 2.61317e-09 2.6101e-09
60580000 235.964 193.8 -890.773 1295.44 3.99324e-09 9.6292e-09 4.1017e-09 1.91023e-10 2.03626e-09 3.62154e-09 3.82547e-09 3.88239e-09
60590000 232.272 196.42 -873.706 1282.57 -8.55026e-09 -9.1346e-09 -8.18211e-09 -1.99985e-09 -1.66088e-09 -3.42448e-09 -3.86238e-09 -3.94281e-09
60600000 236.366 188.836 -876.027 1297.61 -2.5338e-09 -5.33281e-09 2.52316e-09 1.06703e-09 -2.71415e-09 -1.91644e-09 -1.23249e-09 -1.01438e-09
60610000 246.645 191.076 -883.583 1297.97 -2.8277e-08 -2.97651e-08 -1.51902e-08 -4.5859e-09 -1.19599e-08 -1.16124e-08 -1.13545e-08 -1.12382e-08
60620000 242.231 194.283 -878.04 1296.63 9.93958e-09 8.28113e-09 3.94805e-09 3.87347e-09 2.81213e-09 3.50959e-09 3.19618e-09 3.13619e-09
60630000 239.693 198.205 -869.038 1289.9 -9.09572e-09 -1.29104e-08 -4.79591e-09 -8.60189e-10 -4.60001e-09 -4.73136e-09 -4.73833e-09 -4.7081e-09
60640000 241.211 196.581 -875.048 1304.16 -1.74531e-09 -1.62346e-09 -4.11472e-10 -2.18122e-09 2.35101e-10 -4.24234e-10 -6.4367e-10 -6.6073e-10
60650000 238.733 195.255 -883.264 1294.03 -5.56592e-09 -3.4499e-09 -9.19407e-10 -1.41079e-09 -3.59627e-09 -1.4103e-09 -1.31671e-09 -1.30749e-09
60660000 237.822 191.346 -870.538 1301.13 -7.76068e-10 1.25731e-11 -8.91336e-10 9.59406e-10 7.14282e-10 6.98537e-10 6.04005e-10 5.74707e-10
60670000 236.645 191.473 -892.906 1319.78 1.2458e-08 1.80402e-08 1.06178e-08 5.07628e-10 5.77185e-09 6.68717e-09 7.18152e-09 7.26964e-09
60680000 235.822 195.754 -872.876 1307.25 -1.77581e-08 -2.10816e-08 -1.1007e-08 -2.16288e-09 -8.39733e-09 -7.30577e-09 -7.90958e-09 -8.02122e-09
60690000 243.084 191.273 -879.767 1317.57 9.94498e-09 1.33506e-08 5.20586e-09 1.84352e-09 4.79156e-09 4.74877e-09 4.98194e-09 4.99546e-09
60700000 239.495 197.507 -872.043 1310.08 -6.78848e-09 -7.02712e-09 -3.43557e-09 -1.53404e-09 -3.42611e-09 -2.69846e-09 -2.77478e-09 -2.82152e-09
60710000 238.35 192.718 -876.574 1289.37 4.7937e-09 7.5197e-09 4.02852e-09 -3.88393e-10 2.68502e-09 2.83234e-09 2.93101e-09 2.9629e-09
60720000 230.661 194.993 -867.763 1300.02 -3.20855e-09 -3.06775e-09 -1.37281e-09 -9.79028e-10 -5.49277e-10 -6.41392e-10 -7.93954e-10 -8.39132e-10
60730000 239.354 195.351 -870.536 1293.91 2.85236e-09 1.91288e-09 1.3126e-09 4.99212e-10 4.61503e-10 4.36077e-10 4.54368e-10 4.44857e-10
60740000 238.454 200.177 -859.673 1288.41 8.52397e-09 6.91355e-09 2.78617e-09 4.67258e-09 3.99528e-09 2.31589e-09 2.88851e-09 3.0096e-09
60750000 237.729 196.714 -866.481 1305.68 2.63853e-09 3.38833e-09 3.1844e-09 -1.13012e-10 -1.97008e-09 1.12671e-09 8.28733e-10 7.61311e-10
60760000 246.505 198.106 -873.643 1299.11 -8.19381e-09 -1.05484e-08 -5.24642e-09 -1.8274e-09 -2.35082e-09 -3.36086e-09 -3.72049e-09 -3.77212e-09
60770000 240.974 194.823 -860.169 1308.64 6.04663e-09 4.34679e-09 2.11115e-09 2.23104e-09 2.74477e-09 1.7151e-09 1.76788e-09 1.77402e-09
60780000 240.973 195.641 -891.765 1290.86 -2.65855e-09 -4.50735e-09 -1.33567e-09 -4.68447e-10 -2.47149e-09 -2.12091e-09 -2.05876e-09 -2.06082e-09
60790000 238.605 196.545 -882.669 1281.31 1.50759e-09 8.74678e-10 -2.30896e-10 1.78926e-09 1.44941e-10 -6.17799e-12 2.08141e-10 2.5447e-10
60800000 236.665 196.992 -894.691 1286.96 -1.59073e-10 -1.21879e-09 -1.79374e-10 1.50783e-09 -1.46947e-09 -5.00962e-10 -4.17155e-10 -4.2377e-10
60810000 248.479 193.504 -885.607 1293.37 1.78306e-09 3.90408e-10 -2.46269e-10 1.27968e-10 2.00569e-09 1.60458e-10 1.56981e-10 1.62435e-10
60820000 236.119 192.726 -852.311 1301.32 1.07417e-09 2.18229e-09 5.16977e-10 -8.35282e-10 6.45592e-10 4.14528e-10 4.64161e-10 4.62819e-10
60830000 244.122 196.992 -892.52 1302.57 1.5072e-09 1.56993e-09 2.94041e-10 8.87795e-10 5.77722e-10 8.86378e-10 7.13574e-10 6.84447e-10
60840000 241.025 190.543 -891.257 1310.68 -3.98027e-09 -2.54466e-09 -2.31527e-09 -1.14146e-09 -1.06991e-09 -9.75532e-10 -1.03186e-09 -1.01968e-09
60850000 238.353 200.218 -891.37 1305.36 4.88612e-09 5.44359e-09 1.55339e-09 3.34232e-09 -1.21379e-10 1.589e-09 1.69535e-09 1.72323e-09
60860000 239.449 196.927 -886.838 1291.92 -4.76378e-09 -7.25187e-09 -3.93963e-09 6.0033e-10 -1.91813e-09 -2.50791e-09 -2.54231e-09 -2.55915e-09
60870000 238.063 194.477 -879.801 1304.11 -3.64204e-09 -3.62399e-09 -1.34609e-09 -1.08875e-09 -2.89112e-09 -1.16551e-09 -1.52999e-09 -1.60068e-09
60880000 235.873 193.857 -889.59 1299.61 -1.78609e-10 4.00269e-10 8.80684e-10 -4.41047e-10 -8.37508e-10 -3.06177e-10 -8.73405e-11 -4.2502e-11
60890000 245.369 193.577 -876.988 1296.75 -1.52934e-09 1.89406e-09 1.06303e-09 -1.25289e-09 -7.51133e-10 9.48574e-10 8.79646e-10 8.62125e-10
60900000 245.621 193.295 -867.596 1292.68 9.30786e-09 1.26183e-08 4.48668e-09 1.72355e-09 6.38483e-09 5.01985e-09 5.18817e-09 5.22271e-09
60910000 242.091 195.177 -879.687 1280.63 -1.48089e-08 -1.67679e-08 -4.9914e-09 -4.4958e-09 -8.68747e-09 -6.62858e-09 -6.67886e-09 -6.68822e-09
60920000 244.74 196.672 -878.399 1305.64 5.85362e-09 6.35052e-09 1.67069e-09 1.62871e-09 4.72387e-09 2.70213e-09 2.77632e-09 2.79973e-09
60930000 238.184 197.844 -879.756 1310.7 3.8493e-09 2.78729e-09 1.7168e-09 8.08984e-10 2.68959e-09 1.16762e-09 1.28602e-09 1.3214e-09
60940000 239.189 195.059 -899.301 1291.61 8.23016e-10 2.19599e-09 7.50151e-10 -2.06246e-09 4.52084e-10 6.10733e-10 3.43538e-10 2.93404e-10
60950000 239.755 191.813 -874.747 1303.27 1.54827e-08 1.58229e-08 7.84761e-09 1.59669e-09 8.01899e-09 5.65102e-09 5.82544e-09 5.85599e-09
60960000 237.695 194.715 -866.808 1301.04 -8.46564e-09 -9.55454e-09 -2.44801e-09 -1.38649e-09 -5.28259e-09 -4.15689e-09 -3.71312e-09 -3.6152e-09
60970000 234.52 198.913 -859.491 1306.08 8.43144e-10 6.85256e-10 -1.40002e-09 9.45584e-10 2.44932e-09 -4.83451e-10 1.0995e-10 2.927e-10
60980000 242.079 197.199 -872.809 1293.66 1.79002e-08 1.79199e-08 8.94603e-09 2.96629e-09 8.11768e-09 5.98776e-09 6.40988e-09 6.48947e-09
60990000 235.613 191.316 -864.218 1285.76 3.40253e-09 2.64447e-09 -1.95256e-09 1.73696e-09 -1.30298e-10 -6.38632e-10 -4.9816e-10 -4.4815e-10
